date,description,amount,category
2024-09-02,Housing Society,1632.04,Housing
2024-09-02,Starbucks,110.16,Dining
2024-09-02,CVS Pharmacy,477.07,Healthcare
2024-09-02,Shell,47.35,Transport
2024-09-02,Target,550.07,Shopping
2024-09-02,Olive Garden,164.16,Dining
2024-09-03,Coursera,796.14,Education
2024-09-03,Chipotle,41.78,Dining
2024-09-03,Marriott,3065.67,Travel
2024-09-03,Exam Board,1641.33,Education
2024-09-03,Delta Airlines,3248.01,Travel
2024-09-03,Electricity Board,122.23,Utilities
2024-09-03,Metro Transit,147.52,Transport
2024-09-03,Housing Society,1762.6,Housing
2024-09-03,Best Buy,83.28,Shopping
2024-09-04,Coursera,94.37,Education
2024-09-04,AMC Theatres,58.2,Entertainment
2024-09-04,Uber,84.33,Transport
2024-09-04,Health Insurance,270.74,Healthcare
2024-09-05,City Clinic,696.32,Healthcare
2024-09-05,Property Mgmt,2353.6,Housing
2024-09-05,Delta Airlines,1565.4,Travel
2024-09-05,Netflix,226.11,Entertainment
2024-09-05,Costco,225.61,Groceries
2024-09-05,Metro Transit,543.32,Transport
2024-09-05,Water Utility,283.95,Utilities
2024-09-05,Gas Provider,92.61,Utilities
2024-09-06,Starbucks,169.57,Dining
2024-09-06,AMC Theatres,257.43,Entertainment
2024-09-06,Whole Foods,149.83,Groceries
2024-09-06,Property Mgmt,1066.94,Housing
2024-09-06,Housing Society,1598.32,Housing
2024-09-06,Chipotle,137.06,Dining
2024-09-06,Coursera,1378.89,Education
2024-09-06,Best Buy,777.78,Shopping
2024-09-06,Steam,117.65,Entertainment
2024-09-06,Electricity Board,278.61,Utilities
2024-09-06,Comcast,136.21,Utilities
2024-09-07,Macy's,95.61,Shopping
2024-09-07,Bookstore,659.94,Education
2024-09-07,McDonald's,91.17,Dining
2024-09-07,Marriott,1685.1,Travel
2024-09-07,Water Utility,59.65,Utilities
2024-09-07,Whole Foods,271.84,Groceries
2024-09-08,Amazon,260.25,Shopping
2024-09-08,Steam,227.09,Entertainment
2024-09-08,Steam,58.89,Entertainment
2024-09-08,Health Insurance,1075.52,Healthcare
2024-09-08,Gas Provider,136.04,Utilities
2024-09-08,Monthly Rent,2481.36,Housing
2024-09-08,McDonald's,165.2,Dining
2024-09-08,Lyft,151.15,Transport
2024-09-08,Spotify,51.67,Entertainment
2024-09-08,Gas Provider,214.49,Utilities
2024-09-09,Lyft,137.37,Transport
2024-09-09,Trader Joe's,87.72,Groceries
2024-09-09,Shell,156.88,Transport
2024-09-10,Gas Provider,196.21,Utilities
2024-09-10,City Clinic,1153.05,Healthcare
2024-09-10,Chipotle,140.28,Dining
2024-09-10,LabCorp,228.96,Healthcare
2024-09-10,LabCorp,192.36,Healthcare
2024-09-10,Lyft,127.53,Transport
2024-09-10,McDonald's,153.14,Dining
2024-09-10,Airbnb,905.22,Travel
2024-09-10,Marriott,2220.9,Travel
2024-09-10,Monthly Rent,1325.34,Housing
2024-09-10,McDonald's,32.13,Dining
2024-09-10,AMC Theatres,43.65,Entertainment
2024-09-10,AMC Theatres,191.44,Entertainment
2024-09-10,Steam,148.11,Entertainment
2024-09-11,City Clinic,356.84,Healthcare
2024-09-11,Airbnb,3250.7,Travel
2024-09-11,Delta Airlines,1046.86,Travel
2024-09-11,Electricity Board,55.27,Utilities
2024-09-11,Marriott,512.04,Travel
2024-09-11,Comcast,117.49,Utilities
2024-09-11,Marriott,2267.59,Travel
2024-09-11,Property Mgmt,2251.17,Housing
2024-09-11,LabCorp,1363.87,Healthcare
2024-09-12,AMC Theatres,195.03,Entertainment
2024-09-12,Walmart,209.73,Groceries
2024-09-12,Marriott,1125.06,Travel
2024-09-12,Netflix,179.14,Entertainment
2024-09-12,Airbnb,121.75,Travel
2024-09-13,Walmart,214.37,Groceries
2024-09-13,CVS Pharmacy,1157.23,Healthcare
2024-09-13,Macy's,371.18,Shopping
2024-09-13,Trader Joe's,147.77,Groceries
2024-09-13,Monthly Rent,1198.73,Housing
2024-09-13,Whole Foods,213.45,Groceries
2024-09-13,Olive Garden,81.36,Dining
2024-09-13,Shell,99.95,Transport
2024-09-13,Macy's,629.11,Shopping
2024-09-14,Target,156.28,Shopping
2024-09-14,Gas Provider,179.28,Utilities
2024-09-14,Trader Joe's,140.19,Groceries
2024-09-14,Marriott,2705.81,Travel
2024-09-14,Shell,61.68,Transport
2024-09-14,Monthly Rent,1533.27,Housing
2024-09-14,Electricity Board,301.63,Utilities
2024-09-14,Amazon,358.31,Shopping
2024-09-14,Coursera,1057.46,Education
2024-09-14,Housing Society,2272.11,Housing
2024-09-14,McDonald's,127.42,Dining
2024-09-14,Electricity Board,129.43,Utilities
2024-09-14,Steam,201.9,Entertainment
2024-09-14,Monthly Rent,1795.17,Housing
2024-09-14,Lyft,63.12,Transport
2024-09-15,Target,556.25,Shopping
2024-09-15,Comcast,285.31,Utilities
2024-09-15,Delta Airlines,291.21,Travel
2024-09-15,Walmart,277.66,Groceries
2024-09-15,Water Utility,267.34,Utilities
2024-09-15,Metro Transit,78.09,Transport
2024-09-15,McDonald's,13.74,Dining
2024-09-15,Delta Airlines,119.83,Travel
2024-09-15,Lyft,25.82,Transport
2024-09-15,Water Utility,289.54,Utilities
2024-09-15,CVS Pharmacy,65.97,Healthcare
2024-09-15,Trader Joe's,113.85,Groceries
2024-09-15,Delta Airlines,1060.91,Travel
2024-09-15,Shell,145.56,Transport
2024-09-16,Delta Airlines,1154.27,Travel
2024-09-16,McDonald's,82.65,Dining
2024-09-16,Target,465.45,Shopping
2024-09-16,McDonald's,164.36,Dining
2024-09-16,CVS Pharmacy,1158.55,Healthcare
2024-09-16,CVS Pharmacy,1316.97,Healthcare
2024-09-16,Target,278.1,Shopping
2024-09-16,Exam Board,872.36,Education
2024-09-17,Whole Foods,146.59,Groceries
2024-09-17,Netflix,250.47,Entertainment
2024-09-17,Shell,95.86,Transport
2024-09-17,Gas Provider,36.86,Utilities
2024-09-17,LabCorp,326.57,Healthcare
2024-09-17,McDonald's,47.21,Dining
2024-09-17,Water Utility,306.4,Utilities
2024-09-17,Best Buy,608.87,Shopping
2024-09-17,Metro Transit,53.93,Transport
2024-09-17,Airbnb,1467.25,Travel
2024-09-17,Lyft,90.45,Transport
2024-09-17,McDonald's,66.93,Dining
2024-09-18,Property Mgmt,1321.17,Housing
2024-09-18,Chipotle,77.01,Dining
2024-09-18,Starbucks,39.29,Dining
2024-09-18,Uber,165.96,Transport
2024-09-18,Shell,104.95,Transport
2024-09-18,Whole Foods,95.61,Groceries
2024-09-18,Bookstore,374.7,Education
2024-09-18,Amazon,474.53,Shopping
2024-09-18,Coursera,288.62,Education
2024-09-18,Marriott,205.33,Travel
2024-09-18,Monthly Rent,1837.09,Housing
2024-09-18,Macy's,364.59,Shopping
2024-09-18,Uber,56.4,Transport
2024-09-18,Udemy,521.12,Education
2024-09-18,Monthly Rent,1602.05,Housing
2024-09-18,CVS Pharmacy,524.64,Healthcare
2024-09-19,Whole Foods,241.25,Groceries
2024-09-19,Monthly Rent,1632.67,Housing
2024-09-19,Target,341.87,Shopping
2024-09-19,Bookstore,95.52,Education
2024-09-19,Trader Joe's,173.7,Groceries
2024-09-19,Walmart,191.88,Groceries
2024-09-19,Housing Society,1321.97,Housing
2024-09-19,Metro Transit,93.14,Transport
2024-09-19,LabCorp,449.55,Healthcare
2024-09-19,Water Utility,1171.61,Utilities
2024-09-19,Comcast,113.69,Utilities
2024-09-19,Exam Board,1461.38,Education
2024-09-20,Gas Provider,1206.42,Utilities
2024-09-20,Udemy,309.74,Education
2024-09-20,Whole Foods,252.74,Groceries
2024-09-20,Olive Garden,128.41,Dining
2024-09-20,AMC Theatres,47.66,Entertainment
2024-09-20,Starbucks,12.44,Dining
2024-09-20,Best Buy,168.07,Shopping
2024-09-20,Best Buy,695.66,Shopping
2024-09-20,Marriott,3443.25,Travel
2024-09-21,Bookstore,696.1,Education
2024-09-21,LabCorp,1037.17,Healthcare
2024-09-21,Electricity Board,82.41,Utilities
2024-09-21,Health Insurance,1259.84,Healthcare
2024-09-21,Exam Board,40.51,Education
2024-09-21,Coursera,478.17,Education
2024-09-21,Udemy,1589.19,Education
2024-09-21,City Clinic,338.44,Healthcare
2024-09-22,Amazon,106.87,Shopping
2024-09-22,Spotify,33.79,Entertainment
2024-09-22,Monthly Rent,1930.39,Housing
2024-09-22,Monthly Rent,2177.76,Housing
2024-09-22,Metro Transit,21.41,Transport
2024-09-22,Best Buy,782.26,Shopping
2024-09-22,Delta Airlines,2689.83,Travel
2024-09-23,Monthly Rent,2466.17,Housing
2024-09-23,Costco,156.7,Groceries
2024-09-23,Best Buy,179.48,Shopping
2024-09-23,Starbucks,131.63,Dining
2024-09-23,Whole Foods,124.79,Groceries
2024-09-23,Monthly Rent,2450.48,Housing
2024-09-23,Property Mgmt,1693.69,Housing
2024-09-23,Whole Foods,256.98,Groceries
2024-09-23,Coursera,1104.57,Education
2024-09-23,Airbnb,2303.65,Travel
2024-09-24,Comcast,195.64,Utilities
2024-09-24,Macy's,684.74,Shopping
2024-09-24,Booking.com,2258.21,Travel
2024-09-24,Spotify,184.23,Entertainment
2024-09-24,Target,477.97,Shopping
2024-09-25,Amazon,516.67,Shopping
2024-09-25,Best Buy,374.39,Shopping
2024-09-25,Water Utility,121.42,Utilities
2024-09-25,CVS Pharmacy,359.56,Healthcare
2024-09-25,Booking.com,720.61,Travel
2024-09-25,Uber,156.67,Transport
2024-09-25,Marriott,310.94,Travel
2024-09-25,LabCorp,308.1,Healthcare
2024-09-25,Marriott,1999.19,Travel
2024-09-25,AMC Theatres,20.17,Entertainment
2024-09-26,Health Insurance,233.09,Healthcare
2024-09-26,Delta Airlines,201.23,Travel
2024-09-26,Marriott,2075.73,Travel
2024-09-26,Spotify,120.43,Entertainment
2024-09-26,Monthly Rent,1060.78,Housing
2024-09-26,Olive Garden,107.42,Dining
2024-09-27,AMC Theatres,198.94,Entertainment
2024-09-27,Walmart,243.89,Groceries
2024-09-27,Spotify,251.94,Entertainment
2024-09-27,Lyft,73.03,Transport
2024-09-27,Costco,43.43,Groceries
2024-09-27,AMC Theatres,224.33,Entertainment
2024-09-27,City Clinic,531.35,Healthcare
2024-09-27,Walmart,165.13,Groceries
2024-09-27,Lyft,135.65,Transport
2024-09-27,Walmart,124.53,Groceries
2024-09-28,Property Mgmt,1126.68,Housing
2024-09-28,Property Mgmt,2485.53,Housing
2024-09-28,AMC Theatres,161.81,Entertainment
2024-09-28,Best Buy,538.99,Shopping
2024-09-28,McDonald's,92.08,Dining
2024-09-28,Amazon,715.76,Shopping
2024-09-28,Uber,71.27,Transport
2024-09-28,Walmart,115.15,Groceries
2024-09-28,Shell,157.87,Transport
2024-09-28,Best Buy,190.39,Shopping
2024-09-28,Target,79.58,Shopping
2024-09-28,Health Insurance,534.27,Healthcare
2024-09-28,Shell,94.31,Transport
2024-09-28,Whole Foods,27.7,Groceries
2024-09-29,Monthly Rent,1383.35,Housing
2024-09-29,Amazon,632.69,Shopping
2024-09-29,Spotify,24.8,Entertainment
2024-09-29,Best Buy,224.27,Shopping
2024-09-29,Steam,9.92,Entertainment
2024-09-29,Metro Transit,135.65,Transport
2024-09-29,Shell,42.5,Transport
2024-09-30,Chipotle,37.58,Dining
2024-09-30,Marriott,2271.99,Travel
2024-09-30,Electricity Board,276.71,Utilities
2024-09-30,Netflix,95.93,Entertainment
2024-09-30,Metro Transit,80.01,Transport
2024-09-30,LabCorp,689.61,Healthcare
2024-09-30,Gas Provider,297.07,Utilities
2024-09-30,Starbucks,89.46,Dining
2024-09-30,Steam,177.91,Entertainment
2024-09-30,Shell,132.97,Transport
2024-09-30,Macy's,84.8,Shopping
2024-09-30,Trader Joe's,246.91,Groceries
2024-09-30,Coursera,1296.96,Education
2024-10-01,Costco,159.72,Groceries
2024-10-01,Steam,239.7,Entertainment
2024-10-01,Olive Garden,957.13,Dining
2024-10-01,Olive Garden,167.3,Dining
2024-10-01,Target,522.05,Shopping
2024-10-01,Electricity Board,226.78,Utilities
2024-10-01,Exam Board,1693.96,Education
2024-10-01,Costco,120.76,Groceries
2024-10-01,Macy's,788.52,Shopping
2024-10-01,Delta Airlines,2028.26,Travel
2024-10-01,Best Buy,649.56,Shopping
2024-10-01,AMC Theatres,167.92,Entertainment
2024-10-01,AMC Theatres,59.98,Entertainment
2024-10-01,Health Insurance,989.99,Healthcare
2024-10-01,Target,698.39,Shopping
2024-10-01,Steam,47.58,Entertainment
2024-10-02,Lyft,132.5,Transport
2024-10-02,Olive Garden,28.58,Dining
2024-10-02,Coursera,643.87,Education
2024-10-02,Target,24.89,Shopping
2024-10-02,City Clinic,1236.34,Healthcare
2024-10-02,Trader Joe's,12.45,Groceries
2024-10-02,Marriott,2052.84,Travel
2024-10-02,Walmart,27.04,Groceries
2024-10-02,Exam Board,143.16,Education
2024-10-02,Monthly Rent,1184.57,Housing
2024-10-02,Gas Provider,142.89,Utilities
2024-10-03,Udemy,522.9,Education
2024-10-03,Exam Board,822.22,Education
2024-10-03,Walmart,172.66,Groceries
2024-10-03,Shell,179.13,Transport
2024-10-03,Monthly Rent,1747.81,Housing
2024-10-03,Chipotle,34.45,Dining
2024-10-03,Whole Foods,97.47,Groceries
2024-10-03,Chipotle,53.47,Dining
2024-10-03,Spotify,48.38,Entertainment
2024-10-03,Bookstore,990.12,Education
2024-10-03,Udemy,274.98,Education
2024-10-04,Chipotle,109.15,Dining
2024-10-04,Electricity Board,1374.81,Utilities
2024-10-04,Uber,58.43,Transport
2024-10-04,Airbnb,175.93,Travel
2024-10-04,Udemy,108.18,Education
2024-10-04,Steam,161.83,Entertainment
2024-10-04,Property Mgmt,1041.76,Housing
2024-10-04,City Clinic,141.38,Healthcare
2024-10-04,Marriott,2903.28,Travel
2024-10-04,Steam,178.74,Entertainment
2024-10-04,LabCorp,150.16,Healthcare
2024-10-04,Trader Joe's,201.38,Groceries
2024-10-05,Best Buy,422.0,Shopping
2024-10-05,Costco,149.68,Groceries
2024-10-05,Delta Airlines,2488.76,Travel
2024-10-05,Netflix,132.19,Entertainment
2024-10-05,AMC Theatres,46.38,Entertainment
2024-10-05,Udemy,1455.53,Education
2024-10-05,Coursera,1043.7,Education
2024-10-05,Shell,25.09,Transport
2024-10-05,Best Buy,244.48,Shopping
2024-10-05,Property Mgmt,1175.19,Housing
2024-10-06,Spotify,214.71,Entertainment
2024-10-06,AMC Theatres,47.33,Entertainment
2024-10-06,Booking.com,324.31,Travel
2024-10-06,LabCorp,191.1,Healthcare
2024-10-06,LabCorp,1180.55,Healthcare
2024-10-06,AMC Theatres,184.3,Entertainment
2024-10-07,McDonald's,158.95,Dining
2024-10-07,Booking.com,2524.84,Travel
2024-10-07,Property Mgmt,1615.48,Housing
2024-10-07,Macy's,398.11,Shopping
2024-10-07,Chipotle,43.5,Dining
2024-10-07,Costco,555.71,Groceries
2024-10-07,McDonald's,137.7,Dining
2024-10-07,Monthly Rent,1367.53,Housing
2024-10-07,Walmart,165.49,Groceries
2024-10-08,Property Mgmt,1111.53,Housing
2024-10-08,Gas Provider,223.36,Utilities
2024-10-08,McDonald's,54.01,Dining
2024-10-08,Gas Provider,301.05,Utilities
2024-10-08,Marriott,3279.41,Travel
2024-10-08,Udemy,257.25,Education
2024-10-08,City Clinic,761.35,Healthcare
2024-10-08,Lyft,15.54,Transport
2024-10-08,Delta Airlines,2270.02,Travel
2024-10-08,Chipotle,126.66,Dining
2024-10-08,Target,265.91,Shopping
2024-10-08,Best Buy,84.93,Shopping
2024-10-09,Housing Society,2044.06,Housing
2024-10-09,Spotify,250.05,Entertainment
2024-10-09,Metro Transit,125.29,Transport
2024-10-09,Bookstore,231.82,Education
2024-10-09,Steam,98.4,Entertainment
2024-10-09,Starbucks,50.1,Dining
2024-10-09,Booking.com,254.03,Travel
2024-10-09,Chipotle,64.75,Dining
2024-10-09,Bookstore,257.15,Education
2024-10-09,Comcast,166.21,Utilities
2024-10-10,Water Utility,260.26,Utilities
2024-10-10,Walmart,42.06,Groceries
2024-10-10,Coursera,1079.41,Education
2024-10-10,Water Utility,300.38,Utilities
2024-10-10,Electricity Board,128.3,Utilities
2024-10-10,Water Utility,113.94,Utilities
2024-10-10,Steam,61.96,Entertainment
2024-10-10,Starbucks,156.76,Dining
2024-10-10,Marriott,17141.05,Travel
2024-10-11,Shell,87.36,Transport
2024-10-11,AMC Theatres,198.07,Entertainment
2024-10-11,Steam,41.57,Entertainment
2024-10-11,Housing Society,2298.48,Housing
2024-10-11,CVS Pharmacy,1020.68,Healthcare
2024-10-11,Housing Society,2155.95,Housing
2024-10-11,Whole Foods,163.4,Groceries
2024-10-11,Olive Garden,79.47,Dining
2024-10-11,Electricity Board,142.5,Utilities
2024-10-11,Monthly Rent,2447.4,Housing
2024-10-12,Property Mgmt,1277.4,Housing
2024-10-12,Udemy,35.66,Education
2024-10-12,Spotify,139.84,Entertainment
2024-10-12,Property Mgmt,2261.73,Housing
2024-10-12,Udemy,762.0,Education
2024-10-12,Metro Transit,157.6,Transport
2024-10-12,Marriott,229.95,Travel
2024-10-12,LabCorp,1105.09,Healthcare
2024-10-12,Metro Transit,121.5,Transport
2024-10-12,Marriott,150.91,Travel
2024-10-12,CVS Pharmacy,585.75,Healthcare
2024-10-12,Steam,196.61,Entertainment
2024-10-12,Olive Garden,40.76,Dining
2024-10-13,Whole Foods,162.36,Groceries
2024-10-13,Best Buy,734.61,Shopping
2024-10-13,Comcast,237.73,Utilities
2024-10-13,Whole Foods,235.67,Groceries
2024-10-13,Metro Transit,152.84,Transport
2024-10-13,AMC Theatres,248.98,Entertainment
2024-10-13,Target,716.5,Shopping
2024-10-14,Bookstore,1420.04,Education
2024-10-14,Monthly Rent,1644.17,Housing
2024-10-14,Water Utility,203.1,Utilities
2024-10-14,Netflix,163.26,Entertainment
2024-10-14,Property Mgmt,1919.7,Housing
2024-10-14,Comcast,237.45,Utilities
2024-10-14,Coursera,1271.78,Education
2024-10-14,Shell,92.82,Transport
2024-10-14,Metro Transit,12.3,Transport
2024-10-14,Olive Garden,103.25,Dining
2024-10-14,Spotify,74.75,Entertainment
2024-10-15,Netflix,258.95,Entertainment
2024-10-15,Booking.com,711.05,Travel
2024-10-15,Water Utility,248.73,Utilities
2024-10-15,Lyft,147.89,Transport
2024-10-15,Shell,15.82,Transport
2024-10-15,Best Buy,433.43,Shopping
2024-10-15,Costco,144.27,Groceries
2024-10-15,McDonald's,121.07,Dining
2024-10-15,Amazon,177.81,Shopping
2024-10-16,Airbnb,973.66,Travel
2024-10-16,Shell,29.89,Transport
2024-10-16,Metro Transit,123.21,Transport
2024-10-16,Best Buy,24.76,Shopping
2024-10-16,Property Mgmt,2533.57,Housing
2024-10-16,Property Mgmt,1910.38,Housing
2024-10-16,Target,648.2,Shopping
2024-10-16,CVS Pharmacy,1133.63,Healthcare
2024-10-16,Starbucks,28.07,Dining
2024-10-16,LabCorp,158.5,Healthcare
2024-10-16,Udemy,698.92,Education
2024-10-17,City Clinic,438.96,Healthcare
2024-10-17,Best Buy,560.9,Shopping
2024-10-17,Exam Board,229.16,Education
2024-10-17,Booking.com,1145.73,Travel
2024-10-17,Best Buy,206.77,Shopping
2024-10-17,Steam,112.46,Entertainment
2024-10-17,Amazon,493.69,Shopping
2024-10-17,Udemy,1193.89,Education
2024-10-17,Trader Joe's,240.0,Groceries
2024-10-17,Metro Transit,26.81,Transport
2024-10-17,AMC Theatres,206.42,Entertainment
2024-10-17,Coursera,1747.67,Education
2024-10-17,Chipotle,124.94,Dining
2024-10-17,Electricity Board,244.94,Utilities
2024-10-17,Bookstore,760.38,Education
2024-10-17,Amazon,568.69,Shopping
2024-10-18,Whole Foods,202.48,Groceries
2024-10-18,Chipotle,63.74,Dining
2024-10-18,Bookstore,1055.32,Education
2024-10-18,Spotify,121.14,Entertainment
2024-10-18,LabCorp,762.36,Healthcare
2024-10-18,City Clinic,524.15,Healthcare
2024-10-18,Starbucks,162.57,Dining
2024-10-18,Best Buy,122.95,Shopping
2024-10-18,Steam,237.53,Entertainment
2024-10-18,Water Utility,297.79,Utilities
2024-10-19,AMC Theatres,34.03,Entertainment
2024-10-19,Booking.com,406.75,Travel
2024-10-19,Bookstore,1475.16,Education
2024-10-19,Macy's,508.68,Shopping
2024-10-19,Coursera,1377.06,Education
2024-10-19,Health Insurance,1038.01,Healthcare
2024-10-19,Monthly Rent,925.9,Housing
2024-10-19,Property Mgmt,1737.76,Housing
2024-10-19,Property Mgmt,1271.12,Housing
2024-10-19,Amazon,576.95,Shopping
2024-10-19,LabCorp,566.96,Healthcare
2024-10-20,Lyft,174.06,Transport
2024-10-20,Coursera,7760.72,Education
2024-10-20,Housing Society,2451.44,Housing
2024-10-20,Whole Foods,113.23,Groceries
2024-10-20,Amazon,209.81,Shopping
2024-10-20,Marriott,408.97,Travel
2024-10-20,Delta Airlines,1404.26,Travel
2024-10-20,Bookstore,752.91,Education
2024-10-20,Spotify,13.8,Entertainment
2024-10-20,Water Utility,214.42,Utilities
2024-10-21,Trader Joe's,228.87,Groceries
2024-10-21,Starbucks,12.67,Dining
2024-10-21,Amazon,196.09,Shopping
2024-10-21,City Clinic,469.26,Healthcare
2024-10-21,Property Mgmt,1615.74,Housing
2024-10-21,Bookstore,444.47,Education
2024-10-21,McDonald's,102.53,Dining
2024-10-21,Trader Joe's,272.24,Groceries
2024-10-21,Health Insurance,1245.8,Healthcare
2024-10-22,Amazon,133.39,Shopping
2024-10-22,Coursera,1466.49,Education
2024-10-22,Bookstore,1196.71,Education
2024-10-22,Airbnb,3134.89,Travel
2024-10-22,Netflix,77.33,Entertainment
2024-10-22,Gas Provider,247.64,Utilities
2024-10-22,Marriott,2930.21,Travel
2024-10-22,Uber,114.64,Transport
2024-10-22,Walmart,24.18,Groceries
2024-10-22,CVS Pharmacy,658.03,Healthcare
2024-10-22,Macy's,682.43,Shopping
2024-10-22,Metro Transit,132.87,Transport
2024-10-22,City Clinic,1292.65,Healthcare
2024-10-23,Udemy,850.15,Education
2024-10-23,Olive Garden,52.33,Dining
2024-10-23,Whole Foods,74.17,Groceries
2024-10-23,Whole Foods,206.58,Groceries
2024-10-23,CVS Pharmacy,1319.69,Healthcare
2024-10-23,Property Mgmt,2209.62,Housing
2024-10-23,Booking.com,2693.22,Travel
2024-10-23,Gas Provider,312.51,Utilities
2024-10-24,Olive Garden,29.22,Dining
2024-10-24,Housing Society,1714.85,Housing
2024-10-24,Spotify,180.2,Entertainment
2024-10-24,Housing Society,1713.44,Housing
2024-10-24,Lyft,106.09,Transport
2024-10-24,Walmart,147.98,Groceries
2024-10-24,Property Mgmt,991.25,Housing
2024-10-24,Water Utility,126.99,Utilities
2024-10-24,Property Mgmt,2438.03,Housing
2024-10-24,Metro Transit,9.23,Transport
2024-10-24,Delta Airlines,2548.41,Travel
2024-10-24,Trader Joe's,63.36,Groceries
2024-10-24,LabCorp,655.38,Healthcare
2024-10-24,Booking.com,1318.21,Travel
2024-10-24,Housing Society,1909.94,Housing
2024-10-25,CVS Pharmacy,642.47,Healthcare
2024-10-25,Bookstore,1315.27,Education
2024-10-25,Delta Airlines,2198.28,Travel
2024-10-25,Bookstore,1352.21,Education
2024-10-25,Airbnb,3294.59,Travel
2024-10-26,Olive Garden,35.3,Dining
2024-10-26,Airbnb,894.82,Travel
2024-10-26,Steam,126.82,Entertainment
2024-10-26,Target,610.9,Shopping
2024-10-26,Walmart,212.46,Groceries
2024-10-26,McDonald's,18.43,Dining
2024-10-26,AMC Theatres,225.81,Entertainment
2024-10-26,Bookstore,734.28,Education
2024-10-26,Coursera,1795.12,Education
2024-10-26,Water Utility,256.29,Utilities
2024-10-26,Steam,123.82,Entertainment
2024-10-26,Costco,934.59,Groceries
2024-10-27,Olive Garden,776.12,Dining
2024-10-27,Olive Garden,26.46,Dining
2024-10-27,Spotify,160.13,Entertainment
2024-10-27,AMC Theatres,158.44,Entertainment
2024-10-27,Property Mgmt,2097.71,Housing
2024-10-27,Olive Garden,50.19,Dining
2024-10-27,City Clinic,1078.66,Healthcare
2024-10-27,Trader Joe's,222.57,Groceries
2024-10-27,Housing Society,2272.74,Housing
2024-10-27,City Clinic,446.74,Healthcare
2024-10-28,Macy's,401.85,Shopping
2024-10-28,Comcast,146.86,Utilities
2024-10-28,Health Insurance,391.6,Healthcare
2024-10-28,LabCorp,311.62,Healthcare
2024-10-29,Netflix,99.75,Entertainment
2024-10-29,Macy's,442.73,Shopping
2024-10-29,Delta Airlines,3263.17,Travel
2024-10-29,Housing Society,2159.14,Housing
2024-10-29,Starbucks,42.5,Dining
2024-10-29,Monthly Rent,1143.72,Housing
2024-10-29,Monthly Rent,2140.24,Housing
2024-10-29,Starbucks,82.99,Dining
2024-10-29,Bookstore,969.64,Education
2024-10-29,Property Mgmt,1944.0,Housing
2024-10-30,Comcast,241.01,Utilities
2024-10-30,Health Insurance,1319.52,Healthcare
2024-10-30,AMC Theatres,182.82,Entertainment
2024-10-30,CVS Pharmacy,360.05,Healthcare
2024-10-30,Starbucks,27.82,Dining
2024-10-30,Costco,260.2,Groceries
2024-10-30,AMC Theatres,211.41,Entertainment
2024-10-30,Trader Joe's,22.98,Groceries
2024-10-30,Walmart,274.71,Groceries
2024-10-30,Spotify,126.24,Entertainment
2024-10-30,Booking.com,1209.15,Travel
2024-10-30,Target,146.69,Shopping
2024-10-30,Costco,78.36,Groceries
2024-10-30,Lyft,65.81,Transport
2024-10-30,Olive Garden,84.38,Dining
2024-10-30,Monthly Rent,2421.63,Housing
2024-10-30,LabCorp,181.6,Healthcare
2024-10-30,Lyft,14.14,Transport
2024-10-31,City Clinic,429.26,Healthcare
2024-10-31,Macy's,86.48,Shopping
2024-10-31,Housing Society,951.96,Housing
2024-10-31,Whole Foods,275.73,Groceries
2024-10-31,Gas Provider,213.38,Utilities
2024-10-31,Whole Foods,261.87,Groceries
2024-10-31,Target,94.26,Shopping
2024-10-31,City Clinic,281.4,Healthcare
2024-10-31,Housing Society,2531.71,Housing
2024-10-31,Bookstore,1598.91,Education
2024-11-01,Uber,106.05,Transport
2024-11-01,Netflix,175.02,Entertainment
2024-11-01,Monthly Rent,1574.3,Housing
2024-11-01,AMC Theatres,191.77,Entertainment
2024-11-01,CVS Pharmacy,847.61,Healthcare
2024-11-01,Health Insurance,1191.85,Healthcare
2024-11-01,Bookstore,820.87,Education
2024-11-01,Gas Provider,204.98,Utilities
2024-11-01,Netflix,35.94,Entertainment
2024-11-01,CVS Pharmacy,839.24,Healthcare
2024-11-01,Whole Foods,174.3,Groceries
2024-11-01,CVS Pharmacy,1023.68,Healthcare
2024-11-02,Uber,24.08,Transport
2024-11-02,Olive Garden,88.44,Dining
2024-11-02,Netflix,126.86,Entertainment
2024-11-02,Property Mgmt,1738.19,Housing
2024-11-02,Booking.com,1617.77,Travel
2024-11-02,Delta Airlines,759.28,Travel
2024-11-02,Starbucks,137.67,Dining
2024-11-03,Marriott,1303.5,Travel
2024-11-03,Gas Provider,85.16,Utilities
2024-11-03,Bookstore,908.72,Education
2024-11-03,Chipotle,17.97,Dining
2024-11-03,Trader Joe's,256.29,Groceries
2024-11-03,Costco,208.55,Groceries
2024-11-03,Water Utility,126.25,Utilities
2024-11-03,Macy's,264.18,Shopping
2024-11-03,Marriott,1355.53,Travel
2024-11-03,Booking.com,1631.79,Travel
2024-11-04,Housing Society,1570.52,Housing
2024-11-04,Water Utility,39.9,Utilities
2024-11-04,Gas Provider,110.89,Utilities
2024-11-04,Netflix,110.5,Entertainment
2024-11-04,Comcast,58.17,Utilities
2024-11-04,Exam Board,667.78,Education
2024-11-04,Monthly Rent,1719.81,Housing
2024-11-04,Olive Garden,138.77,Dining
2024-11-05,Booking.com,2260.97,Travel
2024-11-05,Water Utility,87.75,Utilities
